업체명,대표자명,주소,연락처
하니핼파,현무암,경기 수원시 팔달구 영통동 살구골7단지아파트 718동603호,031-204-0792
이앤브이경영자문(주),우병조,대구광역시 서구 국채보상로 34 (중리동) 평화빌딩 423호,011-9855-3519
이앤브이경영자문(주),김종택,대구 달성군 다사읍 매곡리  다사한일유앤아이 105동 1104호,011-9855-3519
(주)다산경영정보연구원,문승권,서울특별시 동대문구 한빛로 12 (신설동) F층,02-302-2230
드림이엔씨,황조익,경기도 안산시 단원구 동산로 48 (원시동),031-493-3838
유영하경영지도사사무소,유영하,서울 강남구 역삼2동 나래빌딩 6층,02-2051-7111
(주)세원경영전략연구원,김홍주,서울특별시 강북구 도봉로34길 57 (미아동),02-983-5807
두성경영컨설팅,김홍주,서울특별시 강북구 도봉로34길 57 (미아동),02-983-5807
두성경영컨설팅,김홍주,서울특별시 강북구 도봉로34길 57 (미아동),02-983-5807
인주경영,김준,인천 계양구 작전2동 현대@ 301-411,0325425658
동서경영개발컨설팅,박태원,서울특별시 영등포구 선유로28길 6 (양평동1가) 노무빌딩 303호,02-2671-1320
한국품질경영연구소,박병태,대구광역시 북구 유통단지로 16 (산격동) 산업용재관 13동 213호,053-604-1046
프로썸경영컨설팅,고세훈,"서울특별시 송파구 오금로35길 17 (오금동, 현대아파트) 현대아파트 41-1406",070-8832-5520
이노경영기술원(주),김희철,대구광역시 달서구 호산로 47 (파호동),053-588-2191
성공인창업경영연구원,주정윤,"부산광역시 사상구 사상로 489 (모라동, 형제오토바이) 3층",051-336-1357
성공인창업경영연구원,주정윤,"부산광역시 사상구 사상로 489 (모라동, 형제오토바이) 3층",051-336-1357
서린파트너스,진해광,부산광역시 동래구 명륜로139번길 51 (명륜동) 허브빌딩 301호,051)556-6485
군산중소기업컨설팅,김진열,전북 군산시 소룡동 성원상떼빌 아파트 102동707호,063-464-5704
정우경영컨설팅그룹(주),서정렬,대구광역시 남구 두류공원로 17-1 (대명동) 대구광역시남구대명10동 808-8,0536563522
(주)탑경영진단지도,배정한,인천 남동구 구월동 1156ㅡ5,032)439-7780
일신세무&경영컨설팅,국순권,"서울특별시 송파구 마천로56길 14 (거여동, 오성빌라)",010-3281-5805
(주)한국첨단기술경영원,김경도,대구 수성구 지산동 협화맨션103동205호,010-3815-9337
동서컨설팅,박태원,서울특별시 영등포구 선유로28길 6 (양평동1가) 노무빌딩 303호,02-2671-1320
라빈,조현우,광주 광산구 장덕동 현진에버빌 207-603,010-9580-3701
GS경영컨설팅,김구섭,"서울특별시 중랑구 봉화산로 130 (상봉동, 신내13단지쌍용아파트) 엘지자이아파트 1307동 308호",01032281842
(주)경영지도법인우리,이영태,부산광역시 중구 중앙대로 21 (중앙동6가) 부산데파트4층516호,051-247-0100
(주)지도기관한국경영지도교육원,전인수,경기도 부천시 원미구 길주로 272 (중동) 코스모폴리탄 1302호,0323265841
글로벌경영자문,전인수,경기도 부천시 원미구 길주로 272 (중동) 코스모폴리탄 1302호,0323265841
그린솔루션,염성칠,서울 성동구 성수2가3동 300-4 영동테크노타워710호,02-2118-7477
인사관리,이순환,부산 금정구 구서2동 롯데케슬골드 606동 1202호,(051)895-6207
SNK경영연구소,송기준,"서울특별시 양천구 신정로 170 (신정동, 현대6차아파트) 신정 I'PARK 101동 102호",02-2642-4045
현대경영컨설팅,이경수,부산광역시 동구 진성로 19 (수정동) 진우빌딩 502호,051-441-2067
열린경영기술지원센터,구본철,대구 달성군 화원읍 천내리 139  화원태왕리더스101동402호,053-281-3678
이레컨설팅,이근재,경기 부천시 소사구 소사본3동 삼성아파트 109-1103,010-345-6027
유미테크노,국헌정,경기도 이천시 이섭대천로 1119 (증일동) 이천상공회의소내,031-574-6443
새롬경영자문(주),임석우,전라북도 익산시 인북로 78 (갈산동),063-843-0988
(주)에이펙비즈멘토스,김주홍,서울 성북구 안암동5가 고려대학교 산악관,.
GMT경영지도사무소,김종귀,서울특별시 서초구 서초대로51길 24 (서초동) 홍재빌딩 302호,02-594-6908
한중컨설팅(주),오한기,경상북도 경주시 양정로 235 (동천동) 덕양빌딩 5층,054-744-9001
한일경영연구소,송관섭,대구광역시 달서구 와룡로17길 29 (본리동) 2층,053-524-4666
한국시스템기술원,이정욱,경기도 안산시 상록구 중보로 51 (이동) 한미오피스텔 706호,031-406-9722
한국기업평가원(주),임득수,서울특별시 강남구 테헤란로20길 10 (역삼동) 근영빌딩 4층,02-508-7002
한국기업경영연구원,최원용,경기도 안산시 상록구 샘골로 125 (본오동) 금광빌딩 402호,031-417-0225
한국경영기술원(주),김한건,"서울특별시 구로구 공원로 26 (구로동, 금호아파트) 금호타운 205호",02-854-8402
하진경영연구원(주),전기수,서울특별시 강남구 역삼로 138 (역삼동) 주한빌딩 503호,02-3452-8808
프로테크컨설팅,진명기,경기 광주시 오포읍 매산리 대성아파트 106-703,031-762-4231
D K C & C(디케이씨엔씨),백승준,서울특별시 강동구 천중로54길 29-11 (길동),02-470-9988
큐컨설팅,서명교,경상북도 구미시 원남로4길 31 (남통동) 금오청구타운 107-407,054-454-5556
칠암TMI,김성옥,부산광역시 서구 구덕로340번길 19-2 (동대신동3가),051-247-1367
충북창업(주),남종식,충북 청주시 흥덕구 사창동 243-28 3층,043-234-1516
중소기업경영연구원,김영종,대구광역시 남구 성당로 46 (대명동) 명성빌딩 3층,053-651-3001
중소기업경영기술연구소,송영태,"부산광역시 사하구 오작로 104 (괴정동, 벽산하이츠타운) 벽산아파트 101동 101호",016-575-6517
유니온기업경영자문(주),오종철,경상남도 김해시 김해대로 2413 (부원동),055-327-2582
윈텔뷰레테코(주),이찬우,서울특별시 성동구 한림말길 39 (옥수동) 한림빌딩 3층,02-2298-2271
엠테크컨설팅(주),나길환,서울특별시 은평구 서오릉로10길 13-4 (대조동),02-357-5701
엘앤에스경영컨설팅(주),동용만,서울특별시 송파구 백제고분로 63 (잠실동) 위너스빌딩 509호,02-418-1960
에프엑스코리아(주),김정수,서울특별시 영등포구 여의대로 24 (여의도동) 전경련빌딩 17층,02-761-1600
에이스컨설팅그룹(주),허성국,울산광역시 남구 문수로392번길 4 (옥동),052-266-4580
에이스기술컨설팅,최경래,서울특별시 강남구 도곡로 111 (역삼동) 미진빌딩 302호,02-567-7337
아태기업자문,이윤호,서울특별시 동작구 상도로 69 (대방동) 상원빌딩 401호,02-813-3343
아이에스오에스컨설팅(주),김홍제,서울특별시 강남구 강남대로162길 32 (신사동) 나라빌딩 502호,02-3445-2015
(주)아이엔에스,이재일,광주광역시 동구 서남로 14 (서석동) 동구벤처빌딩 303호,062-447-7200
아이앤에스스트래티직스(주),김승준,서울특별시 강남구 언주로 726 (논현동) 두산빌딩 3층,02-2105-0327
아이앤아이오(주),박은수,서울특별시 서초구 반포대로28길 50 (서초동) 건한빌딩 403호,02-581-6608
아이비씨컨설팅(주),안경식,"인천광역시 남구 미추홀대로697번길 22 (주안동, 롯데하이텔) 주안벤처센타204호",032-247-8700
아시안비지니스컨설턴트코리아,우수영,서울특별시 영등포구 국회대로70길 15-1 (여의도동) 극동 VIP빌딩913,02-784-6230
씨랩(주),김동국,서울특별시 강남구 역삼로 123 (역삼동) 인정빌딩 4층,02-563-2622
씨디인터내셔날(주),이승영,서울특별시 강남구 삼성로96길 6 (삼성동),LG트윈텔 1007
신한경영컨설팅(주),이양재,대전광역시 동구 동서대로 1708 (가양동) 명신빌딩 5층,042-624-7489
스피드경영컨설팅,박성순,서울특별시 송파구 송파대로30길 41 (가락동) 광명B/D 202호,02-409-9008
솔로몬경영자문,유상종,"서울특별시 서초구 사임당로17길 116 (서초동, 서초삼성래미안아파트) 서초삼성래미안아파트 101-706",02-3487-3519
세명경영컨설팅(주),문길석,서울특별시 강남구 논현로 340 (역삼동) 정빌딩2층,02-561-8881
삼원경영컨설팅,하기봉,부산광역시 사상구 광장로20번길 13 (괘법동) 삼익빌딩 3충,051-312-3768
삼덕회계법인,진병선,서울 종로구 견지동 68 서흥빌딩 12층,02-397-6700
브레인체인(주),천길성,대전광역시 서구 둔산북로 30 (둔산동) 외환 B/D 5F,016-830-4651
부강창업경영상담(주),최문천,광주광역시 서구 경열로14번길 1 (농성동),062-367-6768
미주경영지도사무소,이명진,서울특별시 강남구 논현로167길 12 (신사동) 송전빌딩 302호,02-511-8506
모아산업기술연구원,정용모,경상남도 양산시 중앙로 213 (북부동) LG 정유 202호,055-386-2220
디엔지경영자문,김동철,"인천광역시 남구 미추홀대로697번길 22 (주안동, 롯데하이텔) 주안벤처센타 204호",032-247-5979
다알엔씨(주),윤형석,서울특별시 강남구 봉은사로 524 (삼성동) 트레이드타워 3005호,02-6000-1444
노무법인해인,이주형,서울특별시 서초구 강남대로37길 23 (서초동) 굿모닝빌딩7층,02-581-9966
기업진흥컨설팅(주),권정의,서울 양천구 목1동 행복한세상 업무동 7층,02-2648-1715
(주)금승엔지니어링,김희윤,부산 사상구 괘법동 신라대학교 마린바이오산업화지원센터 자연관 523호,051-303-1095
글로벌컨펌(주),김명남,서울특별시 관악구 난곡로76길 22 (신림동) 2층,02-861-2657
글로벌경영연구원,황찬호,대구광역시 달서구 학산로47길 28 (송현동),053-654-5168
(주)히트컨설팅,정태용,서울특별시 구로구 공원로 3 (구로동) 선경오피스텔 1202호,02-857-9050
경영지도사백승학사무소,백승학,"서울특별시 서초구 바우뫼로 53 (우면동, 코오롱아파트) 코오롱상가 B-103호",02-6207-4454
경영시스템연구원,이제동,대구광역시 동구 경안로 766 (동호동),053-963-1581
경영시스템연구소,김병구,"경기도 안산시 상록구 양지마을1길 81 (사사동, 현대아파트) 현대아파트 108-502",031-502-3206
경북기업컨설팅(주),조형제,경상북도 경주시 백률로 42-1 (동천동),054-773-7736
경남창업보육센터(주),이상민,경상남도 함안군 군북면 유전1길 31-1,055-583-8805
경남산업컨설팅(주),문해원,경상남도 창원시 의창구 중앙대로 215 (용호동) 한국토지공사 4층,055-263-1331
경기창업벤처연구원(주),이재득,경기 수원시 팔달구 이의동 11-8 경기중소기업지원센터 14층,031-259-6336
가야경영컨설팅,이승진,부산광역시 수영구 수영로 668 (광안동) 화목오피스텔 809호,051-757-0709
한스비지니스컨설팅(주),김하영,전라북도 전주시 덕진구 기린대로 418 (금암동) 우석빌딩 13층,063-286-5700
한길회계법인,김도영,서울 강남구 신사동 강남빌딩 588-21 5층,02-3446-6004
(주)한국QM기술연구원,이정수,대구광역시 중구 달성공원로8길 10 (대신동) 달성빌딩 409호,053-555-5801
한국경제경영연구원(주),황창연,서울특별시 영등포구 국회대로70길 19 (여의도동) 대하빌딩 1005호,02-761-9720
(주)하이프로컨설팅,박제근,"서울특별시 영등포구 은행로 58 (여의도동, 삼도오피스텔) 삼도빌딩 601호",02-761-1080
이지벤쳐(주),김종철,"서울특별시 송파구 오금로11길 33 (방이동, 신동아타워아파트) ㅡ신동아타워6층",02-421-6274
이씨플라자(주),박인규,"서울특별시 강동구 강동대로 143-40 (성내동, 신호빌라트) 신호빌라트 1층",02-476-1144
엘앤아이컨설팅(주),이선구,서울특별시 종로구 새문안로 89 (신문로1가) 용마빌딩 3층301호,02-3775-0961
아이큐에스종합컨설팅(주),박형남,서울특별시 영등포구 당산로 240 (당산동6가) 유상빌딩 4층,02-3775-1401
시그마에코컨설팅(주),최면중,서울특별시 영등포구 문래로 98 (문래동3가) 한영빌딩 402호,02-2676-8562
선명회계법인,신민철,서울특별시 강남구 테헤란로 501 (삼성동) 경암빌딩 11층,02-3452-0900
삼원밀레니어(주),이지현,경기도 성남시 분당구 성남대로172번길 24 (금곡동) 미금파크 816호,031-714-3349
글로벌인터써트인증원(주),김봉숙,서울 영등포구 여의도동 대상빌딩 (미원빌딩)603호,02-784-0432
갈렙에이비씨(주),한윤,서울특별시 양천구 목동동로 293 (목동) 현대41타웝1207,02-2168-2220
test,김선우,11 11,11
JH경영컨설팅,홍재호,경기도 수원시 팔달구 권광로 159 (인계동) 수원프라자 1306호,011-476-6257
한국표준협회컨설팅,오세규,서울특별시 강남구 테헤란로 305 (역삼동) 한국기술센타 18층,02-6009-4931
한국자동차산업교육원(주),전명철,경기도 광명시 철산로 11 (철산동) 신안빌딩 902호,02-2682-0050
톰스경영컨설팅(주),문병찬,서울특별시 서초구 효령로 104 (방배동) 유성빌딩 3층,02-598-2488
(주)지에스프론티어,김만희,부산광역시 사상구 백양대로700번길 140 (괘법동) 마리오벤처산업화지원센타523호,051-303-1095
(주)시스템앤테크,안기복,경기도 군포시 엘에스로115번길 60 (금정동) 금정테크노피아 201호,031-477-7084
영화회계법인,오찬석,서울특별시 영등포구 여의나루로 61 (여의도동) 브릿지증권빌딩 6-14층,02-3787-6600
엠티,목진환,경기 오산시 양산동 411번지 한신대 인터넷 지원센터 9311,031-372-4707
에이엔에이컨설팅(주),김운식,서울특별시 강남구 학동로6길 7 (논현동) MES HOUSE 201호,02-3443-3311
비즈텍,박옥균,"부산광역시 금정구 중앙대로1944번길 10 (구서동, 여전시티빌) 여전 씨티빌 501호",051-515-9006
부성리츠,박성호,경남 마산시 양덕2동 974-13 자유무역지역내 한국경영교육협회,055-255-4682
벤처타이거(주),박창우,서울 성북구 안암동5가 고려대학교 126-16 산학관 2층,02-928-8555
(주)대양씨앤씨,정연택,서울특별시 강남구 테헤란로78길 12 (대치동) MSA빌딩 1층,02-563-0113
경남중소기업컨설팅,강원형,경남 마산시 산호1동 17-11 산호빌라 201호,055-267-1010
(유)심일회계법인,안경태,서울 용산구 한강로 191번지 국제센터빌딩,02-709-4079
WISO산업시스템기술원,이성우,서울 강남구 대치4동 907-27,02-574-0807
SIM`S경영컨설팅,심호섭,경기 의왕시 내손동 포일단지 가동상가 1층 127호,031-714-6674
HMS컨설팅,김현철,서울 성북구 삼선동3가 29-77,02-747-9005
회계법인이촌(주),이영호,대전광역시 서구 대덕대로176번길 51 (둔산동) 상공회의소빌딩 7층,042-472-2124
현대창업컨설팅(주),김광종,울산광역시 남구 왕생로 88 (달동),052-261-9100
한국품질경영연구소,박병태,대구광역시 북구 유통단지로 16 (산격동) 산업용재관 13동 2층 13호,053-604-1046
한국표준화컨설팅,정원영,부산광역시 동래구 아시아드대로 169 (사직동) 태원빌딩 3층,051-503-5252
한국벤처자문(주),이상업,서울특별시 영등포구 국제금융로8길 32 (여의도동) 동부증권빌딩 10층,02-783-0517
한국경영법인(주),방광석,서울특별시 강남구 테헤란로7길 12 (역삼동) 허바허바빌딩 404호,02-561-9119
한경기업자문(주),백창렬,서울특별시 강남구 논현로26길 50 (도곡동) 테크윈센터 301호,02-571-9098
케이엠아이컨설팅,김인철,서울특별시 용산구 이태원로 211 (한남동) 한남빌딩 808호,02-793-9973
컴파이언컨설팅(주),이해진,서울특별시 중구 퇴계로 18 (남대문로5가) 대우재단빌딩 808호,02-636-0880
칸컨설팅(주),박찬대,광주광역시 북구 첨단과기로 333 (대촌동) 광주 북구 대초동 958-3 본부동 309호,062-602-7375
청주대학교,김윤배,충북 청주시 상당구 내덕동 36번지,043-229-8816
(주)한국아이넷,국명기,광주 서구 쌍촌동 974 3층,062-382-7280
(주)한국기술창업,안병인,서울특별시 강남구 테헤란로 201 (역삼동) 서울벤처타운 1801호,02-557-4018
(주)한국경영전략연구원,곽영상,서울특별시 종로구 종로56길 28 (숭인동) 숭인오피스텔 702,20-2234-4278
(주)토탈비즈컨설팅,이희숙,부산 남구 용호3동 4-1 지방행정동우회관 101호,055-284-7733
(주)비젼이십일컨설팅,안병삼,경기 안양시 동안구 부림동 1591-9 경기지식산업안양센터 2층,031-476-2101
윈윈컨설팅,지유한,경남 마산시 합성동 창신대학 테크노창업보육센터 3212호,055-293-4921
앰앤에프경영기술연구소,김희윤,부산 사하구 신평2동 현대아파트 104동 810호,051-303-1096
(주)아이엠씨컨설팅,오기훈,제주특별자치도 제주시 연동13길 5 (연동) 202호,064-748-0774
씨앤피인포텍(주),김혜숙,전북 전주시 완산구 효자동3가 1200번지 전주대학교 창업보육센터 6호,063-227-9116
씨아이컨설팅(주),오순기,서울특별시 영등포구 63로 32 (여의도동) 라이프콤비빌딩 724호,02-3775-1846
신우회계법인,강덕수,경상남도 창원시 의창구 중앙대로227번길 16 (용호동) 교원단체연합회 별관 3층,055-275-0007
식스시그마전략경영컨설팅(주),양동현,서울특별시 강남구 강남대로94길 54 (역삼동) 한국과학기술회관 본관 908호,02-538-9007
세영회계법인,김호근,대구광역시 중구 동덕로 61 (대봉동) 선보빌딩 6층,053-425-2800
성도회계법인,박철병,서울특별시 강남구 언주로 711 (논현동) 건설회관 17층,02-517-8333
서울신용평가정보(주),조건익,서울특별시 마포구 토정로 144 (상수동) 5층,02-02-3449-1931
삼정회계법인,강성원,"서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터) 스타타워 10층",02-2112-0851
산업경영기술원(주),황동선,대구광역시 달서구 장기로 195 (본리동) 종우빌딩 3층,053-527-5700
산업경영기술사컨설팅(주),서병국,서울특별시 강남구 테헤란로7길 22 (역삼동) 한국과학기술회관 본관 6층,02-563-8901
비즈넷컨설팅(주),김영균,서울특별시 송파구 올림픽로 88 (잠실동) 효성올림픽카운티 2-1314,02-415-1657
미래기술경영컨설팅,권봉기,부산 북구 덕천1동 14번지 부산 기능대학 부속건물,051-337-2701
뉴밀레니엄이경영연구소(주),김용식,경기 수원시 팔달구 인계동 905-12 천수빌딩 402호,031-226--1578
네이카(주),김현영,서울특별시 강남구 봉은사로 630 (삼성동) 서온빌딩,02-782-4488
국제종합컨설팅(주),이상헌,광주광역시 서구 상무대로 841 (쌍촌동) 4층,062-376-6007
경남코스닥지원센터(주),조조익,경상남도 창원시 의창구 창원대로 524 (대원동) 한국산업단자공단전시장 관리동 2-4,055-237-6622
KR컨설팅(주),이강락,서울 양천구 목5동 현대월드타워 907번지 1530호,02-2643-4984
한국기업평가(주),윤창현,서울특별시 영등포구 의사당대로 97 (여의도동) 교보증권빌딩 8층,02-368-5607
중소기업진흥공단,김유채,서울특별시 영등포구 국제금융로 24 (여의도동),02-769-6917
(주)한국경제경영연구원,황창연,서울특별시 영등포구 국제금융로 24 (여의도동),02-769-6917
씨아이컨설팅(주),고기전,서울특별시 영등포구 여의대로 24 (여의도동) 전경련빌딩 10층,02-3775-1846
벤처포트(주),한상기,서울 강남구 삼성1동 아셈타워 159-1 18층,02-6001-6700
디지털엠지티(주),박준성,서울특별시 강남구 밤고개로1길 10 (수서동) 현대하이엘 1917호,02-3411-7911
대주회계법인,고기영,서울특별시 강남구 남부순환로 2913 (대치동) 동하빌딩 7층,02-568-7638
(주)인터젠컨설팅그룹,박용찬,서울시 강남구 삼성동 무역센타 무역회관 3801,02-551-3204
(주)스탠다드벤처,이성하,서울특별시 강남구 테헤란로78길 16 (대치동) 노벨빌딩 7층,02-563-7614
비아네트(주),최춘성,서울특별시 영등포구 영중로41길 8 (영등포동8가) 비아네트 3층,02-786-9001
(주)벤처법률지원센터,배재광,서울특별시 강남구 영동대로96길 12 (삼성동) 상민빌딩 2층,02-539-5593
리더스컨설팅그룹(주),윤계호,서울특별시 서초구 고무래로 6-10 (반포동) 교통신문사빌딩 5층,02-3447-7492~3
디피코(주),송신근,경기도 안산시 단원구 광덕4로 260 (고잔동) 윈윈프라자 407호,031-416-4074
둘하나벤처컨설팅(주),신현장,서울 강남구 수서동 로즈데일오피스텔 1240호,02-6242-8721~2
피앤에스경영자문(주),정경모,서울특별시 중랑구 면목로 380 (면목동) 302호,02-435-2303
CSQM연구회,안동일,"충청남도 천안시 동남구 새말4길 12 (신방동, 현대2차아파트) 현대2차A 201-706",041-900-9676
호피아경영컨설팅,홍진욱,대구광역시 달서구 성서로72길 5 (이곡동) 금광빌딩 4층,053-586-6730
한국품질경영연구소,김웅태,경기도 부천시 원미구 중동로280번길 61 (중동) 중흥/두산 606-902,011-275-9396
한국총무컨설팅,김주희,서울특별시 영등포구 선유로28길 6 (양평동1가) 노무빌딩 103호,02-424-0005
한국에스엠씨,김민선,대구광역시 달서구 성서로72길 5 (이곡동) 금광빌딩 4층,053-568-4657~8
한국경영지도연구원,김일수,서울특별시 강남구 논현로26길 50 (도곡동) 테크원쎈타 301호,02-571-9098
한국경영정보센터,정찬형,서울특별시 서초구 반포대로12길 33 (서초동) 현대오피스텔 901호,02-581-7779
한국경영기술자문단,김호균,경기 군포시 군포2동 873 쌍용A 103-1301,031-396-9350
표준경영컨설팅,김혜영,"충청남도 천안시 서북구 봉서산샛길 64 (쌍용동, 쌍용마을뜨란채아파트) 주공10단지 515-1401",041-577-6578
파이오니어컨설팅(주),이우윤,서울특별시 서초구 마방로10길 15 (양재동) 트윈타워 B-815,02-6241-2203
테크노경영지원센터,전태준,광주광역시 북구 용봉로 33 (용봉동) 전남대 공대 1호 관 507호,062-530-1786
코아경영컨설팅(주),윤석문,대전광역시 동구 동서대로1572번길 173 (성남동) 현대그랜드 오피스텔 1401호,042-611-7003
캐리스컨설팅,우진웅,서울특별시 서초구 서운로 7 (서초동) 신동아빌딩 3층,02-598-6574
초우량경영성취센터,김진규,서울특별시 서초구 방배로10길 10-12 (방배동) 수성빌딩 202호,02-587-2501~2
MBI컨소싱그룹(주),최석재,부산광역시 부산진구 신암로 141 (범천동) CBS빌딩 3층,051-914-7653
(주)한솔기업자문,"김영철,이금한",서울특별시 강남구 테헤란로 310 (역삼동) 두꺼비빌딩 1105호,02-564-4336~7
(주)한국인재전략연구원,신원동,서울특별시 서초구 강남대로23길 20 (양재동) 우진빌딩 403호,02-576-6657
(주)한국바이오네트워크,김형순,서울 강남구 대치2동 994-20 동우리빌딩 402호,02-501-3934
(주)한국글로벌액세스,김학수,서울특별시 강남구 테헤란로 311 (역삼동) 아남타워 1107,02-2009-2600~3
(주)하나종합컨설팅,이윤희,대구광역시 북구 칠곡중앙대로 286 (태전동) 2층,053-311-1444
(주)프리네이션,이경희,서울특별시 강남구 삼성로 654 (삼성동) 송전빌딩 3층,02-548-9761
(주)코브레인컨설팅그룹,"박해근,김종열",서울특별시 강남구 테헤란로 310 (역삼동) 두꺼비빌딩 10층 1005호,02-566-1768
에이티엔어소시에이트,서장택,서울특별시 강남구 언주로 550 (역삼동) 장안빌딩 203호,02-563-8848
(주)케이오엔,김회순,서울특별시 동작구 사당로28길 50 (사당동),02-597-6789
(주)지엔에스컨설팅,이형곤,서울특별시 강남구 테헤란로27길 6 (역삼동) 영진빌딩 3층,02-557-2630
인트로비엔(주),조진현,서울특별시 강남구 삼성로 508 (삼성동) 엘지트윈텔 2동 607호,02-2191-5258
(주)인터비즈컨설팅,김오연,서울특별시 송파구 송파대로30길 8 (가락동) 뉴훼미리오피스텔 504호,02-554-7370
인큐밸리(주),유재웅,서울특별시 서초구 서초중앙로 69 (서초동) 츠네상스빌딩 1311호,02-583-0337
인덕경영컨설팅(주),정성희,경상남도 창원시 성산구 중앙대로 111 (중앙동) 평화오피스텔 508호,055-268-6280
(주)엠이씨에스,김재철,서울 성동구 성수1가2동 685-297 2동 2층,02-498-9835
엠비엘(주),송운학,서울특별시 강남구 선릉로 602 (삼성동) 우진빌딩 202호,02-543-8307
(주)에스이엠컨설팅,박영창,서울특별시 마포구 마포대로 196 (아현동) 고려아케데미텔 425호,02-392-2064~5
(주)알투비,한종우,경기도 용인시 처인구 백암면 고안로51번길 175-28 고등기술연구원내,031-330-7145
(주)아주경영컨설팅,정문호,광주광역시 광산구 하남산단8번로 177 (도천동) 중소기업종합지원센터 4층,062-952-7500
(주)씨앤티유니온,윤순황,서울특별시 강남구 도산대로30길 33-5 (논현동),02-549-1626
(주)새한경영기술자문,박문용,서울 용산구 한강로2가 315-1 덕승빌딩 408,02-594-7500
(주)브이넷솔루션,이태헌,서울특별시 종로구 창경궁로 112-7 (인의동) 인의빌딩 11층 2호,02-3676-3217
(주)미래교육컨설팅,박수용,대전광역시 동구 동대전로 295 (가양동) 신도빌딩 309호,042-637-2291~2
(주)미래경영세무연구소,박병영,광주 동구 대인동 117 신우타이루 3층,062-227-1540
미래경영기술연구원,김의숙,대구광역시 남구 봉덕로 33 (봉덕동) 경한빌딩 303호,080-476-9001
아이브레인컨설팅,이종경,서울특별시 강남구 테헤란로7길 12 (역삼동),02-557-5223
다인커뮤니케이션즈(주),노영호,서울특별시 강남구 언주로98길 9 (역삼동) 2층,02-557-0516
게이트웨이컨설팅,장준영,서울특별시 중구 창경궁로 6 (충무로5가) 부성빌딩602호,02-568-4568
전남대학교경영연구소,정성창,광주광역시 북구 용봉로 77 (용봉동) 전남대학교,062-530-1427
재원경영컨설팅,구자순,경기도 안양시 동안구 관악대로 382 (관양동) 관영빌딩 401호,031-425-8652
인증뱅크(주),홍은화,광주광역시 광산구 첨단중앙로47번길 47 (월계동),062-972-9001
우도경영기술연구소,서상수,대구광역시 남구 대명로30길 7-1 (대명동),053-656-3322
엠에이컴,박종영,서울특별시 서초구 서초중앙로20길 23 (서초동) 창원빌딩 2층,02-3488-3500
엔지비경영컨설팅(주),권익두,서울 동대문구 용두2동 150-3 경호빌딩 2층,02-927-1040
에이스벤처기업자문(주),박병호,울산광역시 남구 문수로392번길 4 (옥동) 3층,052-266-4580
알찬경영컨설팅사무소,양창봉,서울특별시 강남구 선릉로 522 (삼성동) 대신빌딩 203,02-562-9416
아이에스오에스(ISOS),김홍제,서울특별시 강남구 강남대로162길 32 (신사동) 나라빌딩 502호,02-3445-2015~6
아미경영컨설팅,국헌정,경기도 이천시 이섭대천로 1119 (증일동) 이천상공회의소 별관,031-638-6443
써미텔홀딩스(주),안상배,서울특별시 중구 명동길 73 (명동1가) YWCA회관 8층,02-3705-5700
한국디자인경영연구원,김호곤,서울특별시 중구 창경궁로 60 (주교동) 흥원빌딩 302호,02-3676-4447
신경영기술연구소,이수식,부산 북구 덕천1동 14 부산기능대학 부속건물,051-337-2701
스토아119컨설팅(주),박광근,서울특별시 서초구 효령로31길 17 (방배동) 덕일빌딩 3층,02-777-2221
성종세무회계경영사무소,길종섭,서울특별시 영등포구 도신로 73 (도림동) 덕우빌딩 402호,02-831-4036
한국중소기업경영진단(주),강종원,서울특별시 영등포구 문래로 79-17 (문래동3가) 건영빌딩 302호,02-2679-0466
삼일벤처다이렉트,한평철,서울 용산구 한강로2가 2-191 국제센터빌딩 14층,02-709-0882
비지니스앤트러스트(주),이재하,서울특별시 강남구 영동대로112길 28 (삼성동) 영성빌딩 402호,02- 548-1647
비즈스태프(주),최성호,서울특별시 서초구 사임당로19길 28-7 (서초동),02-521-7821
비즈데일리경영컨설팅,서재원,서울특별시 서초구 강남대로 309 (서초동) 코리아비지니스센터 613,02-2055-0866
(주)비즈니스포커스,원종표,"인천광역시 남구 미추홀대로697번길 22 (주안동, 롯데하이텔) 주안벤처센타 204호",032-2480-2480
리더스경영자문,이영식,대구광역시 중구 경상감영길 145 (포정동),053-745-7776
로지스파크 닷 컴,박석하,서울특별시 서초구 서초대로42길 95 (서초동) 삼오빌딩 502호,02-3471-7002
동남QM컨설팅,최원배,부산 동래구 안락2동 152-46,051-532-0842
대한비즈니스컨설팅(주),박수웅,대구광역시 동구 동부로 189 (효목동) 동원빌딩 4층,053-752-3185
대영세무회계앤경영컨설팅,오강석,부산광역시 사상구 사상로 128 (감전동) 2층,051-326-5550
대신품질연구소,이용수,충남 당진군 신평면 거산리 3-2 푸른빌딩 201호,041-363-7105
대덕경영시스템연구소(주),이형순,대전 유성구 장동 대덕대학 48번지 이공관 408호,042-866-0257
글로벌경영연구원,강민수,경기 군포시 산본동 우륵 A 712-1002,031-399-0175
경인중소기업경영자문(주),정연풍,인천광역시 남동구 인하로543번길 12 (구월동) 우성빌딩 B동 202호,032-462-8700
경영지도사한명희사무실,한명희,서울특별시 관악구 난곡로76길 22 (신림동),02-861-0761
